RAOPeriodOrFreq,RAOSurgeAmp,RAOSurgePhase,RAOSwayAmp,RAOSwayPhase,RAOHeaveAmp,RAOHeavePhase,RAORollAmp,RAORollPhase,RAOPitchAmp,RAOPitchPhase,RAOYawAmp,RAOYawPhase,dir
5.706,0.015,137.451,0.067,9.164,0.056,-0.698,0.039,47.238,0.212,123.054,0.22,-65.978,110.0
5.535,0.014,119.879,0.047,-1.526,0.038,-14.339,0.051,42.976,0.173,116.836,0.202,-72.819,110.0
5.38,0.014,103.793,0.03,-17.084,0.026,-32.49,0.056,39.58,0.141,110.117,0.184,-79.664,110.0
5.238,0.013,88.889,0.018,-45.259,0.019,-56.573,0.055,35.723,0.115,103.058,0.166,-86.712,110.0
5.107,0.012,73.898,0.014,-92.985,0.015,-85.238,0.051,30.692,0.092,95.622,0.148,-94.14,110.0
4.985,0.011,57.855,0.017,-134.4,0.014,-112.845,0.046,24.382,0.073,87.575,0.131,-101.984,110.0
4.872,0.01,41.547,0.021,-159.275,0.015,-134.799,0.041,17.766,0.057,78.712,0.115,-110.167,110.0
4.767,0.01,26.063,0.026,-176.373,0.015,-151.489,0.036,12.235,0.043,68.918,0.1,-118.544,110.0
4.668,0.009,10.582,0.03,170.516,0.015,-165.19,0.032,8.826,0.032,57.706,0.086,-127.105,110.0
4.575,0.009,-5.459,0.033,159.986,0.015,-177.197,0.026,7.943,0.022,43.364,0.073,-135.991,110.0
4.488,0.009,-21.314,0.035,150.976,0.015,172.317,0.021,9.691,0.015,22.861,0.061,-145.447,110.0
4.405,0.009,-36.474,0.036,142.631,0.014,162.992,0.016,14.785,0.011,-7.466,0.05,-155.816,110.0
4.327,0.008,-51.084,0.036,134.355,0.013,154.123,0.013,25.026,0.01,-43.827,0.04,-167.559,110.0
4.253,0.008,-64.796,0.036,126.041,0.011,145.003,0.011,40.687,0.011,-73.012,0.032,178.642,110.0
4.182,0.008,-77.277,0.035,117.896,0.01,135.525,0.012,56.904,0.013,-92.18,0.025,162.085,110.0
4.115,0.008,-89.015,0.033,110.067,0.009,125.735,0.013,68.058,0.014,-106.158,0.02,142.166,110.0
4.051,0.008,-100.582,0.031,102.419,0.008,115.766,0.016,73.924,0.015,-117.956,0.016,118.461,110.0
3.99,0.007,-112.125,0.028,94.726,0.006,105.634,0.018,75.94,0.015,-128.763,0.015,92.405,110.0
3.932,0.007,-123.13,0.026,86.897,0.005,95.238,0.019,75.167,0.016,-138.504,0.015,67.889,110.0
3.876,0.007,-133.477,0.023,79.03,0.004,84.173,0.021,72.532,0.016,-147.088,0.016,47.434,110.0
3.822,0.006,-143.396,0.021,71.291,0.003,71.302,0.022,69.023,0.015,-154.738,0.017,30.797,110.0
3.771,0.006,-153.065,0.018,63.807,0.002,55.111,0.023,65.367,0.015,-161.725,0.018,16.997,110.0
3.722,0.005,-162.704,0.015,56.489,0.002,33.407,0.023,61.893,0.014,-168.432,0.018,5.279,110.0
3.674,0.005,-172.17,0.013,49.134,0.001,4.765,0.023,58.47,0.013,-174.987,0.019,-4.816,110.0
3.629,0.004,178.771,0.01,41.584,0.001,-26.427,0.022,54.806,0.011,178.754,0.019,-13.665,110.0
3.584,0.004,169.937,0.008,33.903,0.001,-53.175,0.021,50.681,0.01,172.866,0.019,-21.637,110.0
3.542,0.003,161.153,0.006,26.388,0.002,-73.467,0.02,46.099,0.009,167.322,0.018,-29.027,110.0
3.501,0.003,152.422,0.004,19.504,0.002,-88.831,0.019,41.37,0.008,162.189,0.017,-35.893,110.0
3.461,0.002,143.843,0.002,14.061,0.002,-101.129,0.018,36.94,0.006,157.541,0.016,-42.079,110.0
3.423,0.001,135.808,0.001,13.829,0.002,-111.501,0.017,33.137,0.005,153.65,0.015,-47.393,110.0
3.386,0.001,128.995,0.0,119.508,0.002,-120.612,0.016,29.963,0.004,151.036,0.013,-51.686,110.0
3.35,0.001,125.189,0.001,155.709,0.002,-128.795,0.014,27.252,0.003,150.442,0.012,-54.919,110.0
3.315,0.0,136.766,0.002,152.519,0.002,-136.195,0.013,24.818,0.002,153.304,0.011,-56.994,110.0
3.282,0.0,-125.619,0.002,146.04,0.002,-142.947,0.011,22.694,0.002,162.602,0.009,-57.758,110.0
3.249,0.0,-109.559,0.003,138.472,0.002,-149.147,0.01,21.059,0.001,-177.481,0.008,-57.058,110.0
3.217,0.001,-113.356,0.003,130.505,0.002,-154.791,0.009,20.219,0.001,-151.343,0.008,-55.011,110.0
3.186,0.001,-120.731,0.003,122.402,0.002,-159.78,0.008,20.387,0.001,-133.667,0.007,-52.146,110.0
3.156,0.001,-129.272,0.003,114.157,0.001,-163.855,0.007,21.595,0.002,-125.895,0.007,-49.349,110.0
3.127,0.001,-138.233,0.002,105.534,0.001,-166.675,0.006,23.824,0.002,-123.284,0.007,-47.513,110.0
3.099,0.001,-147.351,0.002,96.209,0.001,-167.824,0.005,27.097,0.002,-122.989,0.007,-47.136,110.0
3.071,0.001,-156.692,0.002,85.777,0.001,-166.851,0.004,31.594,0.002,-123.706,0.007,-48.328,110.0
3.045,0.001,-166.474,0.001,73.39,0.001,-163.397,0.004,37.547,0.002,-124.868,0.007,-50.92,110.0
3.018,0.001,-176.908,0.001,55.554,0.001,-157.425,0.003,45.016,0.002,-126.165,0.007,-54.715,110.0
2.993,0.001,171.809,0.0,7.788,0.001,-149.697,0.003,53.631,0.002,-127.361,0.007,-59.573,110.0
2.968,0.001,159.397,0.001,-80.672,0.001,-141.803,0.003,62.582,0.002,-128.265,0.007,-65.417,110.0
2.944,0.001,145.527,0.001,-107.313,0.001,-135.409,0.003,70.931,0.002,-128.681,0.007,-72.192,110.0
2.92,0.001,129.788,0.002,-120.905,0.001,-131.335,0.003,77.995,0.002,-128.426,0.007,-79.85,110.0
2.897,0.001,111.596,0.002,-131.679,0.001,-129.568,0.003,83.511,0.002,-127.413,0.006,-88.385,110.0
2.874,0.001,90.637,0.002,-141.623,0.001,-129.69,0.003,87.639,0.002,-125.607,0.006,-97.869,110.0
2.852,0.001,67.666,0.003,-151.226,0.001,-131.243,0.003,90.692,0.002,-123.103,0.006,-108.424,110.0
2.831,0.001,44.586,0.003,-160.568,0.001,-133.783,0.004,92.934,0.002,-120.147,0.005,-120.182,110.0
2.81,0.001,23.086,0.003,-169.691,0.001,-136.934,0.004,94.496,0.001,-117.068,0.005,-133.413,110.0
2.789,0.001,3.771,0.004,-178.741,0.001,-140.408,0.004,95.389,0.001,-114.266,0.004,-148.454,110.0
2.769,0.001,-13.381,0.004,172.167,0.001,-143.987,0.004,95.582,0.001,-112.065,0.004,-165.572,110.0
2.749,0.001,-28.593,0.004,162.955,0.001,-147.482,0.005,95.065,0.002,-110.704,0.003,175.427,110.0
2.73,0.001,-42.272,0.004,153.594,0.0,-150.665,0.005,93.883,0.002,-110.27,0.003,155.38,110.0
2.711,0.001,-54.907,0.004,144.086,0.0,-153.159,0.005,92.142,0.002,-110.75,0.003,135.483,110.0
2.693,0.001,-66.896,0.004,134.43,0.0,-154.256,0.005,89.971,0.002,-112.027,0.004,116.778,110.0
2.674,0.001,-78.444,0.004,124.558,0.0,-152.573,0.005,87.471,0.002,-113.929,0.004,99.784,110.0
2.657,0.001,-89.629,0.003,114.39,0.0,-145.127,0.005,84.648,0.002,-116.265,0.004,84.568,110.0
2.639,0.001,-100.564,0.003,103.75,0.0,-127.043,0.005,81.519,0.001,-118.909,0.004,70.874,110.0
2.622,0.001,-111.331,0.003,92.517,0.0,-100.272,0.005,78.067,0.001,-121.722,0.005,58.454,110.0
2.605,0.001,-122.112,0.003,80.626,0.0,-79.681,0.004,74.352,0.001,-124.613,0.005,46.926,110.0
2.589,0.001,-133.004,0.003,67.817,0.0,-71.058,0.004,70.542,0.001,-127.478,0.005,36.05,110.0
2.573,0.001,-144.099,0.002,53.893,0.0,-68.935,0.004,66.64,0.001,-130.228,0.005,25.637,110.0
2.557,0.001,-155.514,0.002,38.784,0.0,-70.104,0.004,62.759,0.001,-132.667,0.005,15.588,110.0
2.541,0.001,-167.375,0.002,22.249,0.0,-73.32,0.003,58.902,0.001,-134.162,0.005,5.743,110.0
2.526,0.001,-179.858,0.002,4.566,0.0,-77.129,0.003,55.114,0.001,-134.377,0.005,-4.005,110.0
2.511,0.001,166.809,0.002,-13.701,0.0,-81.609,0.003,51.464,0.001,-132.532,0.005,-13.758,110.0
2.496,0.001,152.438,0.002,-31.914,0.0,-86.51,0.002,48.137,0.0,-127.357,0.005,-23.604,110.0
2.482,0.001,136.768,0.002,-49.509,0.0,-91.68,0.002,45.45,0.0,-116.516,0.005,-33.573,110.0
2.468,0.001,119.605,0.002,-66.186,0.0,-96.935,0.002,43.928,0.0,-98.864,0.004,-43.695,110.0
2.454,0.001,101.196,0.002,-81.838,0.0,-102.447,0.001,44.681,0.0,-80.07,0.004,-54.03,110.0
2.44,0.0,81.931,0.002,-96.493,0.0,-108.111,0.001,49.967,0.0,-66.49,0.004,-64.628,110.0
2.426,0.0,62.574,0.002,-110.181,0.0,-113.782,0.001,64.521,0.0,-59.345,0.003,-75.58,110.0
2.413,0.0,43.889,0.002,-123.076,0.0,-119.541,0.001,93.507,0.001,-56.539,0.003,-86.967,110.0
2.4,0.0,26.459,0.002,-135.293,0.0,-125.518,0.001,122.246,0.001,-56.28,0.003,-99.01,110.0
2.387,0.0,10.452,0.002,-146.965,0.0,-131.646,0.001,136.548,0.001,-57.819,0.002,-111.872,110.0
2.374,0.0,-4.25,0.002,-158.143,0.0,-137.937,0.001,141.669,0.001,-60.477,0.002,-125.938,110.0
62.832,3.467,-90.278,5.989,89.91,0.993,-0.011,0.357,92.65,0.205,91.232,0.802,-0.18,120.0
42.032,2.292,-90.432,3.945,89.861,0.985,0.008,0.538,94.028,0.306,91.862,0.797,-0.271,120.0
31.578,1.693,-90.571,2.898,89.795,0.973,0.075,0.727,95.481,0.408,92.521,0.79,-0.351,120.0
25.289,1.327,-90.68,2.254,89.724,0.957,0.197,0.927,97.071,0.51,93.258,0.781,-0.409,120.0
21.088,1.078,-90.687,1.812,89.657,0.935,0.347,1.146,98.846,0.613,94.117,0.768,-0.491,120.0
18.085,0.895,-90.488,1.485,89.66,0.909,0.495,1.399,100.968,0.719,95.24,0.751,-0.616,120.0
15.83,0.752,-89.97,1.23,89.848,0.879,0.612,1.711,103.725,0.826,96.771,0.73,-0.867,120.0
14.075,0.633,-89.056,1.022,90.503,0.845,0.72,2.141,107.757,0.932,98.907,0.705,-1.332,120.0
12.671,0.529,-87.747,0.838,92.351,0.81,0.975,2.835,114.821,1.033,101.788,0.678,-2.035,120.0
11.521,0.434,-86.22,0.643,97.341,0.77,1.67,4.203,131.226,1.118,105.434,0.651,-2.571,120.0
10.562,0.349,-84.63,0.327,90.625,0.724,3.107,5.84,-179.489,1.18,109.768,0.601,-1.36,120.0
9.751,0.271,-82.966,0.374,63.703,0.665,5.476,3.038,-126.91,1.21,114.776,0.531,-5.648,120.0
9.049,0.201,-80.947,0.342,65.572,0.586,8.879,1.337,-109.846,1.197,120.669,0.494,-10.167,120.0
8.323,0.124,-78.072,0.258,64.576,0.461,13.577,0.519,-103.368,1.1,128.788,0.447,-15.217,120.0
7.759,0.065,-77.009,0.184,61.594,0.332,16.356,0.175,-102.148,0.927,135.751,0.4,-20.288,120.0
7.305,0.026,-82.367,0.123,57.808,0.222,14.897,0.006,-123.185,0.73,139.846,0.355,-25.596,120.0
6.931,0.004,-141.304,0.074,53.411,0.141,7.532,0.082,79.233,0.553,140.557,0.31,-31.124,120.0
6.614,0.011,112.465,0.034,47.691,0.089,-6.932,0.122,77.376,0.41,138.306,0.267,-36.819,120.0
6.342,0.017,94.824,0.003,17.929,0.06,-29.076,0.134,75.271,0.301,133.774,0.224,-42.765,120.0
6.105,0.02,79.933,0.02,-135.749,0.045,-56.396,0.13,72.629,0.217,127.41,0.182,-49.294,120.0
5.894,0.021,64.628,0.037,-143.848,0.04,-82.36,0.118,69.517,0.153,119.234,0.142,-56.875,120.0
5.706,0.021,48.595,0.048,-151.18,0.039,-102.964,0.101,66.18,0.103,108.508,0.107,-66.104,120.0
5.535,0.02,31.786,0.055,-158.647,0.037,-118.914,0.084,63.185,0.066,92.93,0.076,-77.688,120.0
5.38,0.02,14.655,0.059,-166.262,0.034,-131.998,0.067,61.421,0.04,67.182,0.05,-93.365,120.0
5.238,0.02,-2.16,0.059,-173.951,0.03,-143.72,0.051,62.23,0.029,26.931,0.029,-119.928,120.0
5.107,0.021,-18.029,0.058,178.27,0.026,-155.402,0.037,67.773,0.031,-11.44,0.019,-176.07,120.0
4.985,0.021,-32.38,0.054,170.234,0.021,-167.634,0.026,81.553,0.036,-34.969,0.028,133.645,120.0
4.872,0.02,-46.288,0.048,161.608,0.017,178.569,0.02,105.951,0.04,-50.356,0.041,111.878,120.0
4.767,0.019,-60.3,0.042,151.959,0.012,161.104,0.02,131.382,0.041,-62.37,0.052,99.4,120.0
4.668,0.019,-73.965,0.035,140.568,0.009,137.818,0.022,146.217,0.04,-72.528,0.059,89.634,120.0
4.575,0.017,-87.317,0.028,126.428,0.007,107.937,0.023,151.539,0.037,-81.751,0.063,80.478,120.0
4.488,0.016,-101.141,0.022,108.28,0.007,75.739,0.024,151.243,0.033,-91.065,0.064,71.274,120.0
4.405,0.014,-115.929,0.017,85.118,0.008,49.011,0.024,148.39,0.028,-101.32,0.063,62.005,120.0
4.327,0.013,-131.541,0.015,57.492,0.008,29.445,0.024,145.27,0.023,-112.782,0.061,52.767,120.0
4.253,0.012,-148.42,0.015,28.677,0.009,13.939,0.022,143.371,0.018,-126.206,0.057,43.435,120.0
4.182,0.01,-166.74,0.016,3.146,0.009,0.342,0.019,142.609,0.013,-143.421,0.051,33.643,120.0
4.115,0.01,174.062,0.017,-16.831,0.009,-12.062,0.016,143.637,0.01,-167.674,0.045,23.121,120.0
4.051,0.009,154.563,0.019,-32.303,0.009,-23.483,0.011,148.073,0.008,158.62,0.039,11.563,120.0
3.99,0.009,134.721,0.02,-45.288,0.008,-34.414,0.007,162.225,0.008,121.865,0.033,-1.576,120.0
3.932,0.008,115.272,0.021,-57.061,0.007,-45.264,0.005,-156.852,0.009,93.82,0.027,-17.15,120.0
3.876,0.008,97.202,0.02,-68.206,0.006,-56.498,0.006,-116.868,0.011,75.137,0.022,-36.045,120.0
3.822,0.008,80.734,0.02,-78.969,0.005,-68.948,0.01,-104.003,0.012,61.815,0.019,-58.719,120.0
3.771,0.008,65.583,0.018,-89.537,0.004,-83.66,0.013,-100.987,0.013,51.232,0.017,-83.877,120.0
3.722,0.008,51.172,0.017,-100.209,0.003,-102.187,0.016,-101.396,0.013,41.82,0.017,-108.282,120.0
3.674,0.008,37.268,0.015,-111.4,0.003,-126.37,0.018,-103.429,0.013,32.829,0.018,-129.32,120.0
3.629,0.007,23.756,0.013,-123.656,0.002,-155.778,0.019,-106.54,0.012,24.111,0.019,-146.607,120.0
3.584,0.007,10.269,0.011,-137.492,0.002,174.281,0.019,-110.583,0.011,15.569,0.02,-161.014,120.0
3.542,0.006,-3.587,0.009,-153.482,0.002,149.04,0.019,-115.432,0.01,7.022,0.02,-173.581,120.0
3.501,0.006,-18.079,0.007,-172.436,0.003,129.598,0.018,-120.871,0.008,-1.822,0.02,174.935,120.0
3.461,0.005,-33.593,0.006,164.869,0.003,114.45,0.017,-126.519,0.006,-11.599,0.02,164.144,120.0
3.423,0.004,-50.565,0.005,139.069,0.003,102.022,0.015,-131.934,0.005,-23.646,0.019,153.837,120.0
3.386,0.004,-69.409,0.005,113.332,0.003,91.132,0.013,-136.842,0.003,-41.457,0.017,143.817,120.0
3.35,0.003,-90.256,0.005,91.06,0.003,81.002,0.011,-141.262,0.002,-75.223,0.015,133.775,120.0
3.315,0.003,-112.424,0.006,73.049,0.003,71.191,0.008,-145.312,0.002,-130.193,0.013,123.327,120.0
3.282,0.003,-134.597,0.006,58.231,0.003,61.389,0.005,-149.124,0.002,-167.202,0.011,111.958,120.0
3.249,0.003,-155.525,0.006,45.408,0.002,51.313,0.003,-152.309,0.003,173.513,0.009,98.956,120.0
3.217,0.003,-174.572,0.006,33.763,0.002,40.564,0.0,-70.721,0.004,160.82,0.007,83.4,120.0
3.186,0.003,168.226,0.006,22.833,0.001,28.432,0.002,13.35,0.004,150.826,0.006,64.191,120.0
3.156,0.003,152.478,0.005,12.375,0.001,13.475,0.004,9.443,0.004,142.15,0.005,40.492,120.0
3.127,0.003,137.782,0.005,2.223,0.001,-7.427,0.006,4.672,0.004,134.228,0.004,13.304,120.0
3.099,0.003,123.827,0.004,-7.806,0.001,-40.331,0.007,-0.247,0.004,126.823,0.004,-13.214,120.0
3.071,0.002,110.355,0.003,-18.003,0.0,-84.209,0.008,-5.143,0.004,119.858,0.004,-35.195,120.0
3.045,0.002,97.008,0.003,-28.819,0.001,-118.573,0.008,-10.022,0.004,113.318,0.005,-52.098,120.0
3.018,0.002,83.425,0.002,-40.986,0.001,-139.686,0.008,-14.917,0.003,107.223,0.005,-65.176,120.0
2.993,0.002,69.14,0.001,-56.124,0.001,-153.866,0.008,-19.924,0.003,101.54,0.005,-75.744,120.0
2.968,0.001,53.49,0.001,-78.632,0.001,-164.629,0.008,-25.089,0.002,96.179,0.005,-84.715,120.0
2.944,0.001,35.503,0.001,-118.261,0.001,-173.553,0.007,-30.408,0.001,90.949,0.005,-92.563,120.0
2.92,0.001,14.263,0.001,-166.283,0.001,178.569,0.006,-35.809,0.001,85.423,0.005,-99.426,120.0
2.897,0.001,-10.173,0.001,164.555,0.001,171.29,0.005,-41.169,0.0,66.788,0.004,-105.334,120.0
2.874,0.001,-35.806,0.001,148.341,0.001,164.346,0.004,-46.389,0.0,-100.871,0.004,-110.443,120.0
2.852,0.001,-59.5,0.001,138.191,0.001,157.617,0.003,-51.551,0.001,-106.582,0.003,-115.072,120.0
2.831,0.001,-79.642,0.001,131.811,0.001,151.089,0.001,-57.24,0.001,-111.608,0.003,-119.611,120.0
2.81,0.001,-96.468,0.001,128.545,0.001,144.764,0.0,-70.402,0.001,-116.368,0.002,-124.373,120.0
2.789,0.001,-110.823,0.001,128.548,0.0,138.639,0.001,120.623,0.002,-120.872,0.002,-129.786,120.0
2.769,0.001,-123.211,0.001,132.764,0.0,132.756,0.002,113.016,0.002,-125.089,0.002,-136.67,120.0
2.749,0.001,-133.919,0.001,141.992,0.0,127.348,0.002,107.414,0.002,-128.955,0.001,-146.474,120.0
2.73,0.001,-143.038,0.001,153.953,0.0,-71.076,0.003,102.308,0.002,-132.379,0.001,-161.587,120.0
2.711,0.0,-150.344,0.001,163.29,0.0,-65.714,0.003,97.568,0.001,-135.236,0.001,174.836,120.0
2.693,0.0,-154.587,0.001,167.31,0.0,-70.757,0.004,93.176,0.001,-137.263,0.001,143.854,120.0
2.674,0.0,-151.976,0.001,166.73,0.0,-75.65,0.004,89.104,0.001,-138.048,0.001,115.879,120.0
2.657,0.0,-132.552,0.001,162.849,0.0,-80.29,0.004,85.251,0.001,-136.995,0.001,96.392,120.0
2.639,0.0,-98.114,0.001,156.662,0.0,-84.244,0.004,81.514,0.001,-132.915,0.001,82.722,120.0
2.622,0.0,-81.687,0.001,148.465,0.0,-87.465,0.003,77.812,0.001,-124.264,0.002,72.132,120.0
2.605,0.0,-80.486,0.001,138.538,0.0,-89.327,0.003,74.125,0.0,-109.832,0.002,62.859,120.0
2.589,0.0,-85.544,0.001,126.532,0.0,-89.714,0.003,70.58,0.0,-91.101,0.002,54.172,120.0
2.573,0.0,-94.042,0.001,112.093,0.0,-87.777,0.002,67.348,0.0,-74.358,0.002,45.668,120.0
2.557,0.0,-104.86,0.001,93.921,0.0,-82.999,0.002,64.811,0.0,-62.261,0.002,37.054,120.0
2.541,0.0,-117.813,0.001,70.966,0.0,-74.683,0.001,63.868,0.0,-54.355,0.002,28.302,120.0
2.526,0.0,-133.01,0.001,43.367,0.0,-63.548,0.001,67.633,0.0,-48.382,0.002,19.133,120.0
2.511,0.0,-150.933,0.001,15.345,0.0,-52.922,0.0,109.314,0.0,-43.25,0.002,9.318,120.0
2.496,0.0,-171.878,0.001,-8.605,0.0,-45.277,0.0,-161.539,0.0,-37.838,0.002,-1.547,120.0
2.482,0.0,164.562,0.001,-27.787,0.0,-41.107,0.001,-152.356,0.0,-31.526,0.002,-13.924,120.0
2.468,0.0,139.991,0.001,-43.613,0.0,-39.532,0.001,-152.125,0.0,-24.049,0.002,-28.403,120.0
2.454,0.0,116.849,0.001,-57.496,0.0,-39.99,0.001,-154.157,0.0,-16.15,0.002,-45.661,120.0
2.44,0.0,96.321,0.001,-70.375,0.0,-41.739,0.001,-156.961,0.0,-8.564,0.002,-66.003,120.0
2.426,0.001,78.315,0.001,-82.841,0.0,-44.248,0.002,-159.993,0.0,-2.389,0.001,-88.572,120.0
2.413,0.001,62.129,0.001,-95.313,0.0,-46.91,0.002,-163.069,0.0,2.204,0.002,-111.378,120.0
2.4,0.001,47.122,0.001,-108.239,0.0,-49.507,0.002,-166.036,0.0,5.175,0.002,-132.348,120.0
2.387,0.001,32.718,0.001,-122.018,0.0,-50.08,0.002,-168.943,0.0,6.53,0.002,-150.733,120.0
2.374,0.001,18.549,0.001,-136.962,0.0,-27.661,0.002,-171.796,0.0,6.727,0.002,-166.939,120.0
62.832,4.437,-90.265,5.277,89.889,0.988,-0.006,0.314,93.226,0.262,91.465,0.91,-0.26,130.0
42.032,2.916,-90.397,3.457,89.822,0.973,0.007,0.47,94.889,0.391,92.208,0.902,-0.385,130.0
31.578,2.137,-90.533,2.522,89.753,0.952,0.071,0.628,96.657,0.518,92.991,0.891,-0.501,130.0
25.289,1.656,-90.62,1.942,89.691,0.924,0.165,0.79,98.582,0.643,93.849,0.875,-0.613,130.0
21.088,1.326,-90.593,1.541,89.636,0.887,0.216,0.959,100.737,0.766,94.844,0.855,-0.73,130.0
18.085,1.08,-90.337,1.242,89.672,0.842,0.111,1.142,103.293,0.887,96.095,0.829,-0.889,130.0
15.83,0.886,-89.754,1.008,89.911,0.79,-0.287,1.352,106.556,1.003,97.751,0.798,-1.174,130.0
14.075,0.723,-88.779,0.814,90.598,0.735,-1.017,1.621,111.199,1.11,99.976,0.761,-1.642,130.0
12.671,0.58,-87.457,0.644,92.315,0.678,-1.948,2.025,119.022,1.2,102.874,0.719,-2.339,130.0
11.521,0.453,-85.982,0.471,96.312,0.619,-2.82,2.764,136.378,1.262,106.399,0.675,-3.001,130.0
10.562,0.341,-84.543,0.252,86.769,0.556,-3.354,3.393,-173.089,1.285,110.397,0.611,-2.999,130.0
9.751,0.244,-83.001,0.258,69.324,0.483,-3.419,1.439,-118.737,1.264,114.836,0.541,-6.512,130.0
9.049,0.16,-80.65,0.201,72.515,0.398,-3.281,0.416,-98.228,1.191,119.892,0.486,-9.742,130.0
8.323,0.077,-74.496,0.116,74.295,0.28,-4.746,0.034,45.871,1.019,126.678,0.412,-13.539,130.0
7.759,0.022,-51.398,0.051,78.608,0.177,-12.887,0.173,82.588,0.79,132.065,0.338,-17.581,130.0
7.305,0.018,55.848,0.01,148.72,0.113,-33.673,0.212,85.217,0.559,134.054,0.269,-22.031,130.0
6.931,0.032,68.898,0.034,-136.864,0.089,-61.964,0.205,85.567,0.368,131.331,0.204,-26.824,130.0
6.614,0.038,63.264,0.055,-134.379,0.083,-83.865,0.176,85.051,0.227,122.511,0.145,-31.78,130.0
6.342,0.039,52.619,0.067,-137.114,0.077,-98.912,0.137,84.236,0.135,104.45,0.091,-36.891,130.0
6.105,0.039,39.721,0.071,-141.496,0.068,-111.181,0.096,83.747,0.086,72.976,0.044,-42.936,130.0
5.894,0.037,25.464,0.068,-146.763,0.057,-123.045,0.057,84.814,0.074,36.078,0.004,-81.03,130.0
5.706,0.035,10.074,0.061,-152.875,0.045,-135.905,0.023,93.483,0.076,8.837,0.029,135.667,130.0
5.535,0.032,-6.176,0.05,-160.361,0.034,-150.96,0.009,-149.298,0.078,-9.637,0.052,128.371,130.0
5.38,0.029,-22.822,0.038,-170.602,0.025,-169.841,0.028,-120.258,0.076,-23.69,0.067,121.89,130.0
5.238,0.027,-39.831,0.025,173.155,0.018,164.719,0.041,-118.542,0.07,-35.771,0.074,114.931,130.0
5.107,0.024,-57.436,0.016,142.928,0.015,131.936,0.047,-120.521,0.061,-47.039,0.074,107.16,130.0
4.985,0.02,-76.552,0.013,92.099,0.014,99.419,0.049,-124.035,0.049,-58.257,0.07,98.364,130.0
4.872,0.018,-98.92,0.016,50.232,0.015,73.764,0.047,-127.868,0.036,-71.9,0.062,88.281,130.0
4.767,0.016,-123.128,0.021,26.048,0.016,55.61,0.044,-130.937,0.024,-91.55,0.053,76.441,130.0
4.668,0.015,-148.938,0.026,9.758,0.015,41.046,0.038,-132.225,0.016,-125.045,0.042,61.867,130.0
4.575,0.015,-174.825,0.029,-2.915,0.014,27.056,0.032,-130.689,0.014,-173.623,0.032,42.366,130.0
4.488,0.015,162.515,0.03,-13.976,0.012,12.997,0.025,-124.872,0.018,153.176,0.024,13.355,130.0
4.405,0.016,142.431,0.029,-24.735,0.01,-2.823,0.019,-112.271,0.022,133.557,0.021,-26.343,130.0
4.327,0.016,124.026,0.027,-36.226,0.008,-22.961,0.016,-90.927,0.024,119.183,0.025,-60.665,130.0
4.253,0.016,106.824,0.023,-49.347,0.006,-50.09,0.015,-66.467,0.025,107.21,0.031,-82.399,130.0
4.182,0.015,90.107,0.019,-65.302,0.005,-83.43,0.016,-48.825,0.023,96.256,0.035,-97.552,130.0
4.115,0.014,72.876,0.016,-86.085,0.006,-115.963,0.017,-38.862,0.021,84.989,0.038,-110.471,130.0
4.051,0.013,54.813,0.013,-112.545,0.006,-141.213,0.017,-33.741,0.017,72.225,0.038,-122.725,130.0
3.99,0.012,35.568,0.012,-141.572,0.007,-159.967,0.016,-31.208,0.013,56.324,0.037,-134.991,130.0
3.932,0.011,14.639,0.013,-168.464,0.007,-175.238,0.014,-29.414,0.01,33.873,0.034,-147.922,130.0
3.876,0.01,-7.788,0.014,168.897,0.007,170.946,0.011,-25.961,0.007,0.343,0.03,-162.156,130.0
3.822,0.01,-30.506,0.015,150.093,0.007,157.397,0.008,-16.382,0.007,-38.606,0.026,-178.519,130.0
3.771,0.01,-52.444,0.015,133.861,0.006,143.387,0.005,10.323,0.009,-68.634,0.022,161.903,130.0
3.722,0.01,-73.291,0.015,119.085,0.005,128.086,0.005,55.531,0.01,-89.455,0.019,138.298,130.0
3.674,0.01,-92.968,0.015,104.811,0.004,110.27,0.007,80.36,0.011,-105.248,0.017,111.574,130.0
3.629,0.01,-111.448,0.014,90.1,0.004,88.296,0.01,88.58,0.012,-118.313,0.017,85.134,130.0
3.584,0.01,-129.125,0.012,74.138,0.003,60.758,0.012,90.426,0.012,-129.934,0.018,62.122,130.0
3.542,0.009,-146.54,0.011,56.146,0.003,29.757,0.013,89.297,0.011,-141.012,0.019,42.87,130.0
3.501,0.009,-164.23,0.009,35.354,0.003,1.534,0.013,86.44,0.01,-152.468,0.02,26.201,130.0
3.461,0.008,177.269,0.008,11.493,0.003,-20.692,0.013,82.459,0.008,-165.578,0.02,10.951,130.0
3.423,0.007,157.542,0.008,-14.289,0.004,-38.085,0.011,77.822,0.006,177.297,0.019,-3.704,130.0
3.386,0.007,136.386,0.008,-39.429,0.004,-52.721,0.01,72.815,0.004,151.52,0.018,-18.484,130.0
3.35,0.006,114.087,0.008,-61.85,0.004,-66.228,0.007,67.509,0.004,113.477,0.016,-34.183,130.0
3.315,0.006,91.553,0.008,-81.17,0.003,-79.776,0.005,61.476,0.004,76.045,0.014,-51.783,130.0
3.282,0.006,69.739,0.008,-98.218,0.003,-94.386,0.002,50.883,0.005,50.587,0.012,-72.381,130.0
